200 5000
9 134 132
9 139 20
9 148 59
9 149 168
9 152 46
9 166 140
9 167 9
9 170 55
9 173 20
9 195 185
9 199 15
10 3 175
10 8 101
10 9 37
10 33 154
10 47 126
10 53 27
10 54 177
10 55 91
10 56 183
10 66 12
10 80 156
10 82 121
10 92 39
10 93 73
10 97 27
10 120 122
10 123 90
10 127 164
10 144 54
10 147 118
10 152 125
10 153 161
10 161 193
10 162 133
10 174 9
10 183 172
10 184 21
10 187 5
11 1 127
11 8 42
11 9 24
11 16 35
11 17 98
11 21 179
11 38 180
11 40 4
11 44 190
11 47 30
11 57 131
11 58 26
11 65 12
11 80 28
11 89 177
11 90 168
11 92 109
11 100 170
11 115 10
11 127 161
11 128 115
11 130 10
11 145 47
11 154 145
11 164 66
11 174 170
11 180 162
11 185 142
11 189 111
11 190 162
12 1 85
12 5 168
12 11 136
12 22 15
12 30 99
12 38 167
12 53 162
12 68 68
12 69 93
12 73 119
12 78 179
12 79 58
12 82 68
12 91 151
12 93 6
12 102 106
12 103 20
12 109 66
12 110 161
12 116 111
12 117 164
12 119 195
12 125 89
12 134 20
12 148 140
12 159 47
12 161 39
12 167 192
12 168 63
12 171 33
12 192 41
13 0 88
13 3 14
13 13 44
13 21 137
13 61 37
13 63 34
13 69 153
13 74 99
13 81 123
13 85 64
13 90 75
13 94 72
13 113 164
13 118 85
13 129 130
13 131 183
13 159 122
13 165 59
13 166 50
13 170 76
13 180 104
13 188 199
13 198 162
14 3 111
14 4 28
14 7 137
14 8 111
14 16 17
14 37 162
14 49 3
14 62 26
14 77 6
14 90 89
14 105 9
14 108 154
14 113 6
14 116 19
14 124 129
14 126 114
14 131 166
14 163 9
14 167 121
15 9 181
15 22 17
15 33 156
15 34 161
15 55 39
15 56 134
15 59 96
15 65 133
15 68 5
15 69 114
15 80 89
15 93 109
15 101 78
15 105 80
15 108 61
15 109 61
15 127 45
15 142 37
15 146 133
15 150 153
15 152 51
15 159 186
15 163 6
15 169 163
15 179 96
15 185 188
15 189 148
15 196 188
15 198 86
16 0 158
16 2 85
16 3 44
16 4 140
16 6 116
16 19 62
16 21 196
16 23 151
16 28 109
16 41 22
16 43 142
16 56 6
16 57 28
16 58 121
16 65 11
16 86 61
16 95 18
16 103 127
16 108 34
16 131 33
16 134 122
16 139 121
16 141 135
16 147 16
16 149 97
16 153 11
16 156 88
16 157 81
16 165 60
16 176 172
16 184 169
16 192 168
16 194 56
17 11 71
17 14 111
17 15 112
17 35 78
17 39 194
17 53 190
17 59 73
17 73 174
17 76 83
17 83 178
17 90 10
17 91 176
17 94 78
17 104 114
17 117 15
17 125 136
17 141 200
17 142 139
17 165 90
17 166 105
17 169 15
17 175 111
17 177 170
17 184 116
17 196 140
18 4 132
18 7 52
18 13 90
18 14 193
18 15 46
18 21 48
18 30 125
18 34 27
18 37 32
18 48 18
18 63 178
18 64 175
18 69 183
18 84 184
18 88 200
18 92 166
18 93 34
18 100 115
18 102 149
18 103 131
18 108 44
18 109 190
18 116 96
18 122 172
18 140 139
18 141 136
18 147 53
18 153 54
18 154 5
18 155 160
18 158 129
18 168 92
18 169 33
18 183 102
18 187 76
18 193 29
18 199 105
19 13 110
19 14 171
19 22 21
19 24 51
19 34 14
19 38 8
19 49 161
19 62 93
19 65 105
19 83 51
19 86 153
19 117 147
19 123 128
19 129 182
19 136 23
19 140 165
19 159 25
19 161 22
19 182 193
20 2 40
20 9 49
20 14 85
20 30 32
20 35 30
20 36 153
20 50 65
20 51 161
20 54 13
20 64 173
20 66 154
20 72 97
20 80 186
20 85 52
20 87 148
20 96 74
20 102 129
20 110 163
20 114 63
20 119 141
20 130 122
20 135 98
20 147 73
20 160 154
20 164 114
20 166 98
20 173 164
20 181 52
20 185 26
20 197 149
21 10 63
21 12 75
21 24 127
21 27 103
21 34 179
21 49 41
21 66 51
21 71 53
21 72 22
21 83 83
21 84 20
21 90 3
21 91 133
21 100 107
21 102 19
21 110 148
21 122 101
21 125 75
21 136 181
21 141 47
21 149 139
21 163 124
21 167 19
21 173 74
21 181 89
22 3 149
22 9 153
22 20 110
22 35 93
22 45 18
22 65 11
22 82 182
22 87 108
22 114 88
22 128 159
22 135 112
22 171 135
22 182 180
23 3 51
23 7 120
23 11 77
23 12 4
23 16 192
23 22 148
23 34 184
23 46 109
23 69 119
23 83 154
23 87 15
23 89 167
23 90 47
23 92 45
23 99 43
23 111 134
23 116 157
23 120 92
23 124 192
23 133 87
23 145 145
23 146 136
23 149 79
23 158 140
24 7 44
24 14 5
24 21 53
24 30 169
24 36 32
24 40 121
24 45 186
24 46 117
24 54 170
24 85 6
24 88 196
24 94 122
24 101 16
24 108 32
24 110 126
24 114 35
24 136 9
24 144 5
24 167 151
24 186 114
24 192 125
24 194 50
24 195 152
25 7 106
25 12 29
25 14 97
25 16 137
25 41 157
25 45 80
25 53 115
25 62 170
25 68 111
25 84 96
25 86 72
25 93 133
25 100 10
25 129 98
25 130 200
25 145 50
25 178 129
25 185 47
25 187 54
26 0 84
26 7 133
26 15 167
26 21 7
26 24 167
26 25 174
26 34 102
26 70 117
26 81 25
26 90 198
26 94 136
26 96 76
26 104 67
26 108 53
26 124 121
26 128 24
26 134 102
26 141 164
26 144 11
26 157 36
26 160 118
26 162 116
26 174 111
26 183 155
26 187 154
26 191 18
26 197 155
26 199 155
27 6 139
27 12 18
27 14 25
27 19 142
27 20 97
27 33 89
27 36 30
27 45 19
27 55 144
27 64 99
27 67 185
27 68 95
27 75 168
27 90 57
27 92 92
27 100 83
27 106 118
27 112 94
27 113 179
27 131 20
27 133 15
27 142 23
27 144 141
27 163 123
27 177 112
28 22 51
28 23 102
28 30 64
28 37 132
28 39 99
28 45 138
28 50 91
28 54 20
28 55 195
28 72 108
28 78 175
28 87 103
28 91 178
28 98 165
28 106 51
28 110 46
28 113 107
28 120 136
28 142 18
28 147 76
28 155 11
28 163 38
28 165 154
28 169 84
28 181 23
28 183 86
28 184 20
28 187 37
28 190 131
29 0 197
29 2 142
29 3 147
29 7 100
29 13 197
29 15 53
29 36 39
29 55 93
29 58 55
29 59 43
29 74 50
29 76 138
29 80 47
29 83 160
29 96 138
29 100 108
29 124 186
29 142 105
29 150 16
29 154 139
29 166 157
29 188 96
29 192 25
29 194 194
29 197 68
30 9 35
30 32 172
30 35 94
30 41 149
30 47 132
30 50 184
30 60 182
30 74 105
30 124 181
30 127 103
30 132 139
30 134 68
30 138 46
30 145 50
30 160 32
30 167 175
30 171 77
31 1 59
31 6 17
31 7 158
31 13 78
31 48 54
31 57 174
31 68 99
31 70 95
31 77 44
31 78 90
31 82 165
31 93 141
31 97 32
31 103 26
31 113 144
31 132 119
31 137 137
31 173 101
31 184 141
32 1 173
32 11 187
32 18 45
32 20 115
32 31 53
32 33 118
32 44 90
32 49 121
32 52 186
32 58 88
32 62 183
32 76 52
32 77 105
32 81 180
32 82 5
32 88 161
32 90 25
32 109 76
32 118 85
32 138 96
32 141 153
32 157 162
32 164 199
32 166 184
32 176 107
32 180 36
32 184 129
32 191 26
33 2 177
33 8 13
33 18 66
33 22 90
33 26 91
33 67 3
33 77 187
33 96 31
33 102 75
33 122 188
33 136 167
33 137 66
33 143 174
33 154 61
33 159 50
33 173 142
33 187 43
33 193 75
33 198 182
34 7 19
34 19 10
34 25 57
34 30 116
34 33 60
34 38 127
34 41 124
34 43 76
34 44 146
34 54 34
34 55 115
34 58 49
34 68 181
34 69 156
34 77 31
34 82 23
34 87 66
34 100 10
34 102 170
34 107 40
34 111 46
34 143 70
34 150 174
34 159 137
34 168 153
34 170 71
34 174 40
34 188 19
34 198 185
35 13 129
35 15 56
35 23 58
35 29 61
35 52 139
35 55 65
35 61 78
35 75 74
35 81 105
35 83 89
35 102 85
35 111 99
35 118 101
35 131 173
35 137 64
35 153 183
35 162 30
35 169 197
35 172 136
35 173 102
35 180 117
35 184 110
35 186 197
36 9 37
36 17 104
36 21 21
36 24 50
36 34 179
36 40 104
36 46 200
36 51 96
36 58 124
36 74 169
36 76 58
36 78 58
36 81 24
36 83 13
36 86 94
36 91 118
36 99 152
36 100 137
36 108 119
36 112 187
36 117 192
36 119 47
36 123 3
36 137 199
36 146 149
36 158 187
36 168 155
36 182 154
36 187 84
36 189 17
36 194 85
36 199 41
37 1 165
37 4 106
37 17 111
37 21 48
37 26 196
37 32 44
37 33 1
37 50 32
37 53 131
37 67 45
37 73 175
37 74 117
37 75 36
37 78 4
37 79 180
37 117 53
37 121 2
37 125 167
37 129 75
37 134 60
37 143 30
37 147 43
37 170 152
37 180 21
37 182 137
37 192 152
37 199 48
38 8 101
38 10 93
38 14 82
38 15 2
38 34 40
38 40 61
38 43 42
38 46 196
38 48 9
38 56 170
38 69 17
38 77 200
38 79 165
38 81 4
38 84 32
38 91 90
38 94 176
38 102 52
38 105 24
38 108 110
38 112 2
38 113 168
38 120 104
38 136 159
38 146 53
38 150 183
38 153 150
38 157 110
38 171 40
38 179 61
38 190 64
39 8 116
39 36 134
39 57 154
39 58 169
39 65 2
39 70 165
39 77 102
39 81 26
39 84 97
39 91 195
39 116 38
39 122 46
39 126 91
39 128 117
39 129 90
39 150 97
39 171 178
39 176 168
39 178 125
39 179 132
39 180 38
39 199 114
40 0 173
40 4 3
40 8 165
40 11 154
40 12 13
40 27 42
40 30 16
40 31 164
40 41 157
40 87 64
40 99 48
40 113 127
40 115 118
40 124 91
40 125 132
40 126 44
40 133 58
40 136 116
40 146 87
40 148 106
40 154 112
40 166 177
40 172 9
40 173 156
40 180 40
40 195 48
40 199 2
41 0 59
41 6 15
41 14 177
41 17 80
41 22 197
41 26 189
41 33 49
41 47 109
41 52 141
41 72 36
41 91 176
41 98 4
41 116 88
41 119 40
41 131 29
41 133 101
41 135 178
41 155 61
41 157 82
41 178 127
41 181 163
41 186 195
41 192 131
41 194 98
42 0 168
42 8 25
42 21 15
42 22 156
42 23 23
42 27 98
42 29 23
42 37 18
42 39 90
42 60 66
42 62 30
42 81 24
42 101 26
42 104 81
42 105 118
42 114 105
42 120 16
42 131 195
42 132 195
42 134 59
42 150 166
42 155 80
42 161 127
42 170 14
42 188 60
42 190 144
43 8 72
43 12 167
43 22 137
43 29 148
43 40 187
43 41 159
43 44 162
43 47 6
43 56 54
43 64 98
43 77 42
43 93 153
43 104 98
43 107 142
43 110 39
43 114 115
43 122 2
43 125 63
43 128 198
43 135 51
43 146 138
43 150 112
43 159 77
43 160 109
43 163 182
43 166 179
43 191 56
43 196 14
43 199 53
44 4 94
44 10 17
44 13 12
44 17 62
44 24 43
44 32 125
44 35 26
44 37 136
44 47 116
44 65 61
44 73 32
44 79 162
44 84 41
44 91 103
44 93 183
44 99 106
44 121 72
44 125 192
44 134 10
44 135 111
44 137 5
44 139 167
44 143 196
44 144 139
44 146 132
44 147 154
44 154 85
44 158 83
44 159 134
44 173 55
44 175 126
44 177 137
44 181 143
44 185 64
44 187 105
44 188 182
45 2 20
45 10 7
45 21 10
45 25 165
45 31 36
45 32 76
45 38 46
45 46 129
45 50 61
45 60 13
45 61 68
45 67 99
45 68 146
45 75 17
45 85 55
45 89 33
45 103 172
45 105 185
45 110 200
45 134 173
45 151 123
45 161 106
45 180 62
45 185 71
45 187 25
46 5 54
46 6 36
46 12 176
46 18 141
46 21 76
46 23 134
46 25 147
46 31 144
46 48 100
46 52 200
46 57 137
46 69 156
46 74 108
46 75 93
46 96 107
46 101 63
46 109 34
46 111 160
46 126 61
46 132 98
46 140 54
46 154 17
46 158 156
46 170 21
46 172 29
46 184 143
46 196 164
47 3 185
47 8 30
47 9 101
47 17 164
47 29 183
47 30 195
47 32 79
47 35 180
47 37 73
47 56 118
47 58 63
47 59 193
47 61 182
47 63 182
47 66 169
47 74 168
47 76 70
47 83 68
47 85 35
47 86 131
47 90 20
47 100 6
47 113 90
47 114 104
47 127 131
47 128 68
47 130 198
47 134 82
47 150 11
47 157 16
47 162 181
47 169 161
47 199 163
48 6 73
48 12 5
48 23 62
48 59 93
48 75 128
48 76 102
48 81 181
48 103 1
48 106 86
48 110 96
48 111 56
48 118 99
48 128 66
48 131 139
48 146 74
48 152 64
48 159 191
48 168 42
48 174 186
48 185 140
48 192 23
49 2 188
49 6 21
49 7 182
49 10 118
49 30 4
49 60 67
49 61 67
49 68 14
49 71 136
49 73 38
49 79 130
49 98 116
49 99 69
49 103 177
49 116 90
49 122 91
49 124 181
49 127 75
49 154 175
49 155 138
49 160 98
49 178 108
50 5 18
50 16 104
50 32 161
50 42 19
50 67 191
50 68 148
50 72 198
50 87 6
50 88 30
50 96 51
50 105 3
50 108 69
50 110 9
50 111 158
50 125 173
50 131 120
50 133 174
50 137 117
50 144 118
50 145 52
50 150 72
50 171 171
50 172 53
50 182 97
50 184 82
50 187 127
50 193 143
51 7 33
51 9 130
51 19 87
51 23 51
51 40 160
51 53 118
51 68 71
51 80 65
51 81 90
51 94 182
51 117 49
51 118 97
51 138 141
51 147 102
51 150 153
51 158 160
51 168 180
51 169 194
51 171 174
51 175 60
51 187 23
52 3 45
52 7 2
52 8 180
52 14 16
52 34 37
52 39 99
52 46 7
52 48 135
52 57 156
52 60 11
52 67 162
52 115 81
52 122 38
52 128 39
52 134 41
52 143 116
52 161 94
52 165 23
52 175 2
52 178 136
52 180 61
52 183 10
52 192 27
52 196 67
53 6 139
53 10 58
53 11 104
53 18 169
53 26 6
53 49 149
53 53 196
53 56 107
53 58 157
53 73 193
53 76 71
53 99 12
53 135 193
53 154 115
53 156 23
53 163 103
53 166 128
53 175 174
53 188 112
53 198 149
54 10 58
54 13 100
54 40 185
54 49 151
54 54 57
54 68 143
54 88 80
54 96 183
54 102 11
54 104 145
54 106 29
54 136 157
54 152 67
54 153 131
54 155 39
54 170 144
54 177 14
54 187 171
54 189 106
54 193 165
54 197 13
54 198 199
54 199 57
55 17 42
55 48 99
55 54 43
55 64 139
55 66 63
55 71 187
55 72 127
55 75 56
55 80 146
55 104 32
55 107 54
55 134 40
55 140 198
55 168 67
55 169 101
55 175 155
55 185 18
55 195 8
56 2 56
56 6 153
56 20 36
56 28 149
56 51 130
56 55 80
56 59 1
56 61 17
56 69 134
56 74 125
56 77 125
56 84 84
56 135 39
56 137 87
56 140 100
56 148 141
56 150 195
56 167 92
56 171 64
56 184 99
56 191 15
57 0 163
57 15 43
57 25 52
57 31 154
57 39 31
57 47 129
57 48 167
57 50 70
57 59 77
57 60 172
57 69 51
57 72 42
57 74 3
57 87 48
57 94 135
57 104 196
57 111 29
57 113 41
57 122 27
57 123 26
57 130 90
57 136 140
57 150 187
57 169 145
57 189 175
57 191 18
58 15 139
58 24 188
58 26 139
58 27 1
58 28 61
58 33 192
58 48 33
58 57 86
58 67 56
58 68 196
58 85 170
58 98 2
58 111 30
58 132 126
58 146 178
58 148 184
58 156 138
58 158 106
58 163 185
58 165 75
58 166 122
58 167 94
58 176 109
58 187 188
58 193 179
59 3 18
59 17 176
59 23 57
59 35 26
59 56 131
59 66 135
59 71 93
59 86 131
59 96 127
59 102 67
59 105 179
59 117 150
59 131 116
59 147 49
59 149 130
59 154 10
59 156 32
59 161 192
59 173 140
59 181 22
59 185 198
59 186 24
59 189 124
59 192 153
59 196 139
60 26 50
60 27 111
60 37 82
60 42 27
60 47 76
60 48 140
60 56 177
60 63 9
60 66 100
60 69 101
60 70 200
60 76 42
60 82 48
60 94 125
60 98 57
60 101 91
60 102 197
60 104 144
60 105 156
60 114 62
60 116 110
60 119 153
60 140 171
60 148 103
60 151 68
60 153 153
60 166 62
60 180 53
60 182 162
60 195 66
60 198 92
61 4 105
61 13 163
61 20 138
61 37 169
61 39 28
61 48 170
61 49 148
61 61 73
61 63 178
61 70 68
61 73 97
61 81 133
61 82 133
61 90 66
61 100 119
61 111 13
61 116 44
61 134 9
61 145 164
61 155 172
61 157 162
61 165 114
61 171 167
61 172 83
61 176 176
62 0 18
62 10 198
62 13 130
62 15 167
62 22 198
62 25 73
62 26 122
62 34 45
62 41 134
62 46 74
62 49 169
62 54 162
62 74 1
62 81 47
62 85 101
62 87 34
62 94 190
62 104 21
62 105 159
62 108 39
62 110 6
62 117 140
62 139 81
62 141 111
62 144 29
62 159 58
62 163 162
62 187 118
63 4 46
63 6 54
63 12 13
63 37 68
63 63 103
63 86 79
63 94 49
63 101 98
63 102 171
63 104 30
63 119 151
63 121 132
63 122 65
63 123 29
63 156 30
63 160 55
63 164 33
63 165 37
63 168 157
63 175 109
63 194 82
64 4 69
64 7 112
64 27 111
64 32 79
64 34 18
64 59 174
64 62 58
64 66 95
64 77 142
64 99 157
64 105 167
64 112 195
64 114 137
64 122 14
64 124 131
64 128 61
64 129 131
64 131 54
64 132 18
64 147 167
64 173 44
64 179 72
64 182 135
64 191 192
65 3 105
65 7 190
65 8 147
65 17 39
65 21 196
65 25 51
65 30 173
65 33 131
65 38 101
65 40 65
65 54 150
65 64 89
65 70 81
65 76 184
65 86 77
65 90 39
65 96 157
65 105 97
65 124 57
65 140 76
65 147 165
65 154 57
65 168 133
65 174 150
65 176 186
65 179 8
65 193 90
65 195 140
65 197 128
66 0 192
66 12 88
66 19 200
66 26 90
66 27 155
66 30 94
66 38 127
66 42 133
66 44 98
66 49 21
66 62 63
66 68 96
66 75 182
66 77 141
66 79 45
66 81 139
66 85 151
66 89 97
66 91 167
66 104 70
66 132 85
66 135 159
66 142 52
66 146 127
66 157 66
66 158 15
66 181 151
66 185 11
66 186 110
66 198 79
67 3 145
67 9 62
67 15 4
67 36 77
67 42 86
67 44 61
67 48 153
67 56 25
67 59 45
67 67 191
67 73 171
67 74 200
67 75 38
67 82 60
67 83 170
67 85 118
67 87 152
67 90 60
67 94 170
67 99 19
67 112 146
67 119 73
67 122 95
67 126 45
67 140 68
67 144 167
67 173 1
67 185 78
67 198 167
67 199 179
68 14 127
68 23 130
68 27 129
68 28 3
68 30 171
68 42 7
68 43 120
68 56 145
68 71 68
68 79 9
68 100 63
68 103 73
68 104 84
68 109 173
68 120 80
68 131 15
68 148 46
68 153 5
68 165 126
68 172 198
68 181 82
68 187 88
68 196 178
69 6 58
69 14 24
69 21 165
69 32 11
69 42 154
69 52 174
69 59 22
69 61 199
69 67 147
69 74 113
69 79 10
69 114 16
69 116 182
69 125 110
69 132 63
69 144 3
69 149 83
69 167 12
69 181 95
69 190 36
69 192 150
69 193 59
69 196 44
70 2 158
70 10 121
70 21 52
70 23 6
70 29 56
70 35 14
70 42 95
70 44 9
70 58 2
70 64 98
70 66 29
70 67 79
70 77 21
70 94 56
70 121 121
70 129 15
70 141 19
70 145 79
70 157 69
70 172 153
70 178 42
70 188 3
70 189 136
71 25 140
71 54 83
71 55 3
71 56 97
71 58 32
71 62 195
71 68 9
71 76 10
71 81 83
71 86 199
71 98 109
71 102 2
71 106 7
71 110 47
71 119 193
71 136 87
71 139 77
71 144 115
71 161 45
71 167 12
71 169 146
71 175 55
71 176 149
71 183 123
71 185 119
72 6 10
72 11 167
72 24 2
72 40 23
72 50 78
72 54 175
72 63 193
72 75 155
72 81 33
72 91 164
72 104 163
72 128 77
72 130 181
72 178 198
72 179 116
72 187 107
72 189 109
72 191 9
72 193 43
73 20 97
73 29 99
73 35 156
73 46 24
73 48 57
73 59 36
73 62 164
73 68 50
73 71 47
73 82 49
73 86 105
73 93 99
73 94 89
73 113 109
73 117 161
73 121 27
73 136 194
73 141 8
73 152 53
73 161 152
73 164 70
73 173 58
73 178 111
73 189 51
73 196 41
74 13 29
74 19 150
74 23 119
74 37 2
74 40 36
74 44 26
74 47 84
74 57 163
74 61 156
74 63 44
74 66 131
74 71 1
74 81 177
74 84 3
74 103 131
74 110 21
74 112 186
74 122 57
74 125 28
74 132 15
74 140 181
74 151 128
74 174 15
74 181 183
74 185 181
74 186 88
74 190 83
75 7 70
75 13 103
75 29 4
75 30 30
75 35 43
75 40 106
75 56 103
75 61 109
75 68 104
75 82 7
75 86 11
75 110 153
75 119 186
75 129 36
75 137 103
75 146 30
75 152 118
75 165 198
75 168 8
75 193 163
75 199 60
76 5 88
76 8 52
76 18 21
76 22 45
76 44 88
76 46 97
76 56 182
76 58 96
76 70 200
76 71 82
76 91 12
76 98 126
76 100 169
76 112 109
76 119 6
76 123 70
76 133 31
76 135 36
76 146 80
76 160 89
76 167 133
76 168 184
76 181 90
77 2 149
77 22 45
77 25 47
77 29 176
77 31 167
77 41 185
77 42 141
77 44 21
77 68 33
77 70 98
77 71 38
77 84 108
77 99 39
77 110 74
77 121 86
77 126 25
77 137 170
77 138 34
77 141 34
77 145 148
77 147 143
77 150 114
77 157 99
77 167 1
77 170 153
77 175 160
77 176 123
77 191 178
78 3 88
78 5 117
78 7 20
78 22 195
78 37 13
78 50 104
78 55 57
78 65 199
78 77 101
78 84 142
78 91 27
78 103 144
78 110 75
78 114 150
78 118 30
78 128 52
78 136 88
78 138 145
78 142 51
78 149 116
78 161 63
78 167 155
78 180 174
78 189 191
78 191 163
79 17 62
79 27 79
79 29 30
79 30 109
79 46 131
79 56 191
79 68 133
79 74 60
79 90 120
79 92 168
79 93 91
79 130 197
79 137 130
79 155 15
79 157 167
79 159 58
79 162 17
79 167 9
79 168 37
79 175 175
79 181 127
79 184 138
79 193 112
79 198 193
80 9 64
80 10 83
80 24 149
80 30 121
80 31 82
80 34 47
80 38 101
80 47 17
80 58 59
80 65 165
80 71 69
80 89 13
80 97 35
80 112 127
80 117 147
80 124 74
80 125 53
80 136 113
80 138 22
80 141 5
80 145 83
80 168 37
80 175 88
80 183 138
80 187 81
80 189 32
80 194 82
80 195 112
80 198 177
81 8 55
81 10 115
81 11 188
81 19 171
81 22 21
81 30 150
81 33 181
81 34 67
81 49 115
81 50 72
81 53 58
81 66 176
81 78 175
81 85 63
81 90 120
81 96 150
81 104 84
81 107 59
81 108 155
81 111 42
81 113 136
81 118 111
81 119 55
81 132 82
81 135 76
81 144 108
81 145 67
81 150 199
81 160 97
81 165 86
81 169 116
81 178 44
81 181 119
81 185 166
81 188 39
82 0 178
82 11 34
82 14 114
82 30 139
82 38 188
82 41 6
82 68 154
82 70 136
82 77 140
82 106 19
82 111 152
82 115 159
82 129 8
82 133 30
82 134 150
82 149 117
82 151 173
82 158 196
82 170 108
82 178 79
82 180 124
82 188 128
82 198 196
83 3 160
83 6 12
83 10 126
83 25 102
83 31 180
83 35 169
83 36 140
83 41 10
83 60 141
83 62 12
83 70 141
83 73 143
83 80 39
83 83 13
83 87 66
83 91 137
83 97 70
83 110 158
83 117 181
83 122 115
83 130 187
83 138 7
83 142 57
83 147 175
83 149 92
83 168 141
83 177 153
83 180 25
83 182 60
83 193 23
83 194 154
83 197 79
84 9 195
84 12 44
84 17 84
84 30 200
84 40 192
84 41 162
84 42 28
84 47 122
84 51 168
84 52 2
84 57 134
84 73 26
84 78 200
84 81 67
84 86 6
84 91 184
84 94 165
84 97 19
84 114 31
84 126 100
84 129 19
84 130 141
84 134 147
85 28 165
85 31 49
85 35 129
85 38 75
85 39 18
85 40 41
85 46 167
85 48 110
85 62 158
85 65 164
85 66 132
85 75 51
85 82 161
85 98 56
85 101 52
85 111 157
85 112 15
85 113 114
85 121 179
85 143 149
85 153 142
85 184 112
85 185 22
85 186 185
85 195 48
85 198 127
86 9 73
86 19 195
86 23 124
86 38 21
86 55 82
86 56 87
86 65 126
86 70 192
86 75 130
86 93 22
86 101 5
86 102 45
86 113 180
86 121 157
86 125 138
86 129 24
86 131 3
86 139 199
86 140 85
86 151 117
86 159 77
86 172 114
86 174 81
86 179 186
86 199 13
87 0 64
87 4 8
87 5 78
87 17 189
87 19 101
87 29 49
87 39 145
87 44 118
87 48 21
87 52 186
87 69 50
87 79 86
87 81 130
87 89 11
87 99 181
87 111 21
87 117 123
87 130 107
87 147 26
87 148 146
87 153 78
87 161 187
87 168 66
87 185 189
87 193 195
87 195 9
87 197 12
88 10 91
88 31 35
88 36 191
88 43 170
88 50 86
88 53 20
88 62 95
88 65 194
88 73 98
88 87 69
88 96 180
88 98 157
88 110 124
88 142 14
88 153 131
88 161 93
88 169 93
88 180 188
88 184 63
88 185 194
88 191 1
88 195 106
88 196 70
88 198 32
89 2 81
89 9 160
89 11 54
89 17 191
89 23 94
89 28 24
89 32 96
89 39 83
89 40 177
89 42 44
89 46 42
89 48 20
89 52 72
89 62 92
89 75 9
89 85 56
89 86 74
89 89 53
89 117 35
89 118 5
89 125 75
89 130 95
89 168 117
89 184 7
89 186 132
89 187 132
89 189 108
89 191 58
89 197 80
90 6 35
90 20 172
90 32 174
90 34 47
90 40 133
90 42 99
90 52 152
90 62 188
90 84 151
90 96 82
90 116 161
90 122 108
90 128 120
90 149 59
90 168 113
90 169 156
90 172 164
90 180 85
90 184 106
90 192 162
91 24 126
91 28 130
91 31 190
91 34 116
91 36 117
91 37 181
91 43 91
91 58 135
91 67 64
91 68 144
91 88 31
91 94 14
91 106 33
91 107 155
91 119 50
91 125 100
91 129 138
91 135 163
91 140 96
91 142 159
91 148 84
91 150 167
91 153 181
91 155 42
91 194 62
91 196 185
91 198 74
92 13 14
92 26 25
92 27 103
92 45 110
92 80 148
92 88 17
92 109 53
92 111 139
92 126 88
92 127 195
92 130 19
