800 160000
2 543 82
2 555 146
2 559 67
2 561 177
2 564 92
2 565 160
2 570 2
2 574 8
2 575 1
2 576 177
2 578 31
2 580 118
2 584 187
2 585 63
2 586 162
2 590 78
2 597 61
2 601 181
2 603 138
2 606 168
2 612 18
2 613 97
2 620 37
2 622 177
2 624 54
2 629 130
2 635 75
2 636 43
2 637 32
2 638 114
2 643 51
2 644 75
2 649 9
2 650 176
2 657 29
2 659 15
2 663 97
2 667 7
2 672 191
2 674 27
2 675 117
2 676 9
2 683 29
2 687 122
2 689 24
2 693 18
2 699 192
2 701 153
2 702 82
2 707 180
2 709 74
2 710 190
2 717 115
2 718 184
2 721 73
2 723 198
2 725 83
2 736 117
2 739 74
2 742 86
2 747 147
2 748 158
2 751 43
2 755 44
2 762 21
2 768 78
2 772 57
2 775 131
2 781 112
2 787 65
2 788 121
2 790 2
2 795 123
2 796 119
2 797 135
3 0 40
3 5 25
3 7 56
3 11 94
3 12 182
3 15 127
3 18 75
3 20 153
3 27 71
3 28 116
3 29 146
3 31 123
3 39 86
3 43 71
3 44 77
3 45 36
3 62 155
3 67 75
3 72 34
3 73 176
3 76 22
3 82 71
3 83 111
3 85 36
3 89 109
3 90 112
3 96 186
3 98 4
3 100 86
3 103 79
3 106 147
3 107 36
3 112 28
3 124 43
3 139 62
3 143 5
3 144 28
3 145 140
3 146 189
3 147 105
3 153 57
3 156 94
3 160 134
3 163 135
3 167 43
3 168 167
3 173 161
3 176 91
3 177 111
3 181 164
3 182 69
3 185 80
3 190 36
3 193 171
3 199 160
3 201 183
3 202 41
3 203 113
3 208 144
3 211 130
3 215 191
3 217 11
3 220 65
3 222 51
3 226 146
3 230 16
3 236 93
3 245 159
3 247 165
3 259 94
3 261 50
3 263 91
3 265 180
3 269 31
3 277 40
3 282 32
3 283 24
3 284 197
3 285 160
3 292 119
3 294 135
3 297 110
3 300 137
3 301 76
3 309 187
3 314 27
3 317 181
3 319 77
3 320 172
3 323 120
3 325 91
3 328 120
3 334 193
3 341 199
3 348 137
3 360 176
3 362 91
3 366 193
3 376 46
3 379 183
3 385 122
3 387 184
3 391 14
3 396 115
3 399 156
3 416 137
3 418 51
3 421 20
3 424 183
3 428 32
3 436 153
3 437 12
3 441 36
3 442 31
3 452 12
3 455 112
3 459 124
3 476 50
3 479 156
3 482 79
3 486 118
3 491 175
3 495 107
3 496 17
3 497 132
3 502 72
3 505 138
3 522 188
3 524 161
3 546 118
3 548 80
3 549 44
3 553 133
3 564 113
3 569 181
3 571 150
3 573 8
3 575 173
3 585 121
3 587 94
3 592 91
3 599 13
3 603 75
3 604 2
3 605 31
3 616 118
3 620 66
3 622 174
3 623 39
3 629 71
3 635 51
3 638 98
3 641 159
3 645 133
3 649 146
3 651 78
3 672 3
3 686 146
3 687 178
3 692 20
3 695 114
3 697 152
3 700 6
3 701 170
3 705 82
3 710 48
3 712 67
3 713 106
3 714 153
3 719 122
3 725 32
3 726 18
3 731 74
3 732 10
3 735 1
3 736 32
3 744 157
3 752 117
3 757 10
3 758 176
3 759 16
3 761 113
3 765 53
3 767 8
3 769 131
3 771 60
3 780 146
3 789 188
3 798 125
3 799 159
4 0 146
4 2 55
4 12 87
4 13 131
4 16 180
4 22 106
4 23 132
4 30 154
4 32 61
4 35 196
4 40 12
4 42 93
4 43 41
4 44 33
4 46 63
4 55 27
4 56 120
4 58 95
4 64 146
4 67 17
4 70 52
4 73 34
4 75 5
4 76 119
4 78 94
4 80 100
4 81 157
4 88 69
4 99 191
4 102 117
4 105 119
4 108 185
4 109 125
4 112 191
4 113 107
4 116 152
4 127 23
4 129 111
4 130 83
4 134 148
4 137 191
4 139 143
4 140 92
4 155 78
4 157 135
4 158 26
4 160 96
4 172 145
4 177 164
4 180 46
4 184 84
4 187 171
4 197 2
4 198 165
4 199 53
4 200 51
4 201 165
4 202 148
4 209 77
4 210 8
4 211 172
4 218 50
4 220 107
4 226 88
4 231 31
4 237 10
4 240 172
4 243 143
4 252 166
4 257 185
4 260 52
4 264 88
4 268 13
4 269 165
4 272 181
4 278 128
4 279 3
4 290 12
4 296 36
4 299 175
4 300 85
4 301 119
4 307 9
4 308 131
4 312 96
4 322 101
4 330 70
4 336 61
4 339 145
4 342 118
4 344 89
4 347 178
4 349 160
4 352 140
4 354 55
4 360 173
4 362 49
4 363 24
4 365 185
4 371 56
4 372 181
4 376 21
4 379 170
4 387 127
4 390 12
4 398 136
4 399 191
4 401 94
4 405 187
4 413 33
4 418 61
4 431 40
4 433 52
4 437 66
4 438 141
4 440 81
4 443 5
4 444 117
4 446 133
4 453 71
4 462 7
4 465 129
4 467 54
4 470 40
4 471 130
4 481 108
4 484 82
4 486 76
4 488 146
4 489 109
4 490 14
4 491 43
4 496 179
4 497 131
4 499 40
4 508 69
4 511 130
4 514 194
4 515 99
4 516 148
4 524 43
4 532 104
4 541 71
4 544 1
4 545 159
4 546 172
4 555 179
4 558 96
4 563 43
4 565 113
4 569 176
4 571 71
4 574 76
4 576 155
4 580 93
4 584 61
4 587 97
4 591 65
4 593 78
4 595 105
4 601 14
4 605 40
4 607 63
4 615 42
4 617 28
4 623 82
4 628 184
4 630 84
4 634 154
4 645 157
4 648 150
4 649 27
4 653 100
4 654 59
4 663 153
4 666 39
4 671 104
4 676 166
4 681 122
4 688 199
4 693 33
4 694 190
4 695 153
4 700 121
4 704 53
4 708 9
4 717 64
4 726 30
4 741 13
4 743 49
4 748 87
4 753 135
4 758 196
4 763 128
4 767 141
4 768 110
4 769 67
4 771 147
4 773 98
4 775 121
4 776 69
4 777 50
4 779 73
4 786 50
4 789 16
4 791 17
4 793 59
4 794 118
4 796 151
5 0 52
5 2 31
5 3 88
5 6 199
5 9 61
5 22 169
5 27 172
5 42 38
5 43 165
5 54 40
5 58 140
5 70 46
5 72 132
5 73 102
5 75 186
5 79 12
5 85 17
5 88 118
5 92 97
5 99 188
5 101 74
5 103 14
5 106 55
5 109 103
5 112 54
5 115 144
5 125 3
5 126 45
5 127 46
5 132 142
5 134 189
5 137 92
5 146 25
5 151 139
5 153 67
5 167 14
5 170 146
5 175 189
5 176 30
5 177 20
5 202 142
5 209 62
5 210 36
5 213 21
5 224 135
5 227 70
5 229 7
5 232 19
5 233 47
5 234 56
5 238 199
5 244 186
5 256 125
5 258 158
5 259 83
5 260 129
5 264 72
5 271 148
5 275 22
5 277 38
5 280 69
5 281 171
5 283 44
5 285 195
5 294 161
5 298 17
5 300 117
5 304 145
5 305 103
5 307 1
5 309 22
5 310 110
5 312 8
5 319 31
5 322 11
5 328 90
5 335 87
5 338 37
5 339 150
5 340 33
5 344 192
5 348 37
5 352 162
5 360 197
5 372 70
5 374 63
5 376 7
5 380 23
5 385 71
5 389 93
5 390 60
5 391 95
5 396 77
5 401 159
5 404 107
5 405 187
5 407 136
5 418 35
5 419 79
5 424 143
5 425 48
5 426 102
5 427 126
5 437 113
5 440 102
5 444 110
5 450 126
5 459 157
5 465 55
5 480 148
5 486 38
5 487 74
5 488 106
5 492 65
5 495 196
5 498 199
5 505 157
5 506 116
5 515 41
5 523 66
5 528 88
5 530 32
5 531 40
5 543 69
5 547 134
5 549 71
5 550 100
5 552 16
5 553 120
5 559 197
5 560 190
5 569 106
5 572 23
5 580 41
5 583 113
5 588 101
5 589 72
5 594 159
5 595 127
5 598 155
5 604 43
5 605 77
5 609 173
5 611 46
5 612 162
5 623 73
5 624 106
5 633 138
5 634 2
5 638 84
5 647 82
5 650 195
5 652 139
5 657 158
5 658 118
5 659 193
5 675 192
5 677 129
5 680 90
5 686 104
5 696 24
5 702 168
5 703 64
5 705 135
5 717 154
5 718 143
5 719 69
5 726 68
5 729 76
5 746 141
5 755 62
5 760 134
5 761 104
5 770 101
5 771 26
5 772 109
5 774 148
5 777 73
5 778 172
5 783 43
5 796 147
5 798 166
6 0 83
6 1 27
6 2 110
6 3 64
6 17 83
6 23 81
6 25 2
6 28 167
6 37 58
6 44 45
6 46 88
6 48 11
6 52 193
6 55 34
6 63 48
6 64 11
6 65 155
6 66 114
6 68 46
6 73 195
6 78 4
6 81 103
6 90 73
6 96 1
6 98 23
6 108 119
6 109 186
6 110 49
6 111 57
6 117 32
6 123 27
6 124 171
6 125 81
6 130 52
6 139 146
6 140 11
6 143 187
6 149 175
6 153 68
6 164 28
6 168 194
6 169 61
6 170 156
6 178 105
6 180 175
6 183 37
6 188 128
6 189 159
6 190 144
6 193 1
6 194 138
6 201 63
6 204 18
6 208 71
6 209 23
6 210 35
6 212 145
6 214 150
6 220 149
6 222 70
6 234 2
6 236 174
6 239 88
6 240 190
6 254 59
6 255 24
6 257 2
6 259 155
6 265 137
6 268 172
6 274 69
6 283 59
6 284 192
6 285 79
6 291 64
6 292 8
6 294 10
6 296 153
6 299 57
6 301 83
6 305 12
6 312 17
6 319 74
6 326 84
6 329 109
6 334 53
6 342 74
6 345 106
6 346 166
6 347 128
6 348 22
6 350 89
6 351 60
6 352 48
6 356 24
6 362 183
6 364 74
6 373 156
6 377 35
6 383 59
6 385 109
6 387 123
6 388 131
6 391 130
6 393 80
6 395 175
6 398 161
6 401 144
6 403 41
6 404 102
6 407 63
6 408 8
6 419 22
6 421 30
6 424 11
6 428 188
6 429 153
6 433 103
6 446 127
6 450 6
6 451 100
6 454 162
6 456 104
6 460 116
6 464 45
6 472 93
6 481 9
6 482 71
6 484 104
6 485 10
6 491 106
6 492 184
6 494 172
6 500 93
6 502 107
6 510 141
6 511 13
6 525 77
6 532 54
6 540 15
6 541 28
6 542 59
6 544 53
6 548 154
6 550 18
6 554 100
6 558 117
6 564 192
6 568 83
6 570 146
6 571 36
6 572 76
6 575 22
6 580 111
6 582 135
6 583 174
6 585 172
6 595 195
6 596 81
6 601 113
6 611 24
6 615 110
6 617 112
6 618 177
6 619 99
6 622 44
6 629 4
6 636 123
6 641 146
6 647 143
6 649 80
6 661 93
6 674 103
6 681 91
6 693 39
6 695 19
6 699 4
6 700 149
6 701 142
6 707 46
6 713 129
6 714 96
6 725 17
6 726 61
6 729 138
6 734 71
6 735 59
6 738 114
6 741 36
6 744 155
6 747 167
6 748 41
6 751 159
6 755 74
6 757 3
6 759 58
6 762 97
6 766 47
6 767 177
6 770 135
6 774 133
6 779 54
6 780 194
6 793 16
6 797 192
7 3 44
7 4 5
7 5 59
7 12 30
7 15 164
7 23 195
7 24 162
7 29 145
7 32 174
7 35 125
7 37 200
7 38 24
7 39 50
7 44 146
7 45 155
7 46 41
7 50 146
7 60 102
7 71 148
7 74 119
7 76 192
7 77 26
7 87 66
7 92 37
7 94 3
7 97 168
7 98 62
7 99 80
7 104 156
7 105 195
7 106 105
7 111 7
7 112 148
7 119 179
7 121 107
7 122 3
7 126 150
7 129 135
7 132 105
7 141 173
7 142 130
7 145 34
7 150 31
7 160 109
7 162 30
7 165 65
7 167 65
7 172 85
7 173 184
7 175 87
7 178 47
7 188 25
7 190 62
7 192 43
7 194 132
7 213 88
7 216 191
7 220 196
7 225 66
7 242 16
7 249 177
7 250 165
7 261 157
7 263 180
7 266 167
7 270 68
7 281 186
7 285 108
7 286 196
7 287 109
7 291 9
7 292 4
7 296 157
7 300 37
7 306 38
7 310 133
7 319 181
7 327 100
7 333 51
7 337 157
7 339 5
7 340 198
7 342 81
7 344 125
7 347 57
7 350 182
7 351 181
7 352 18
7 353 81
7 354 149
7 359 176
7 361 91
7 364 21
7 366 34
7 367 79
7 374 32
7 380 50
7 381 172
7 382 90
7 383 102
7 385 77
7 388 165
7 392 78
7 396 197
7 397 134
7 405 186
7 408 98
7 412 53
7 413 154
7 422 126
7 424 102
7 431 163
7 437 52
7 438 195
7 441 130
7 456 86
7 458 124
7 459 167
7 461 119
7 469 29
7 470 59
7 471 111
7 474 77
7 476 172
7 478 126
7 482 171
7 491 59
7 493 154
7 496 150
7 500 195
7 503 155
7 505 189
7 512 32
7 516 100
7 520 158
7 524 62
7 534 52
7 536 134
7 545 39
7 547 144
7 549 24
7 553 167
7 559 130
7 561 80
7 563 24
7 573 49
7 575 118
7 591 27
7 593 184
7 597 168
7 598 200
7 600 87
7 601 17
7 612 49
7 613 194
7 616 56
7 621 30
7 623 137
7 627 169
7 634 30
7 636 97
7 637 158
7 638 20
7 639 182
7 644 144
7 646 192
7 648 163
7 655 157
7 656 36
7 657 55
7 661 68
7 664 40
7 665 45
7 675 11
7 683 161
7 689 83
7 692 17
7 693 44
7 696 175
7 698 90
7 701 60
7 702 154
7 703 156
7 708 33
7 713 54
7 716 135
7 717 20
7 721 5
7 722 190
7 732 150
7 743 50
7 747 2
7 754 88
7 763 77
7 764 168
7 768 43
7 778 170
7 779 65
7 784 44
7 787 196
7 788 106
7 789 130
7 796 167
7 799 171
8 0 198
8 2 90
8 3 8
8 4 82
8 10 163
8 13 57
8 22 118
8 25 90
8 33 99
8 39 177
8 43 107
8 45 59
8 51 130
8 54 178
8 62 10
8 64 71
8 67 31
8 68 19
8 74 7
8 86 43
8 93 104
8 96 20
8 104 137
8 106 28
8 107 116
8 109 29
8 112 31
8 114 60
8 115 48
8 117 188
8 120 45
8 128 132
8 133 179
8 141 109
8 145 84
8 150 55
8 151 135
8 154 82
8 156 181
8 160 65
8 162 5
8 164 172
8 166 106
8 170 24
8 175 127
8 179 132
8 180 1
8 181 191
8 190 183
8 191 157
8 194 188
8 195 120
8 200 12
8 203 156
8 207 121
8 209 189
8 210 165
8 216 62
8 224 143
8 227 45
8 231 147
8 236 61
8 238 103
8 244 27
8 249 16
8 254 149
8 255 153
8 257 184
8 258 162
8 261 62
8 264 60
8 269 10
8 272 72
8 273 42
8 279 199
8 282 136
8 287 178
8 288 181
8 293 103
8 299 106
8 306 156
8 311 161
8 323 125
8 329 68
8 330 78
8 331 19
8 333 176
8 337 98
8 341 128
8 343 67
8 348 141
8 349 73
8 350 118
8 355 154
8 358 51
8 361 151
8 365 184
8 368 170
8 378 105
8 379 39
8 382 142
8 383 95
8 387 92
8 388 73
8 399 104
8 405 168
8 406 34
8 408 46
8 415 18
8 419 109
8 420 10
8 422 104
8 426 63
8 427 78
8 430 47
8 435 147
8 439 70
8 443 1
8 444 105
8 448 44
8 458 113
8 460 195
8 469 63
8 472 27
8 479 150
8 482 96
8 490 129
8 492 81
8 495 118
8 501 82
8 505 181
8 508 69
8 509 109
8 510 150
8 511 79
8 513 43
8 515 29
8 523 199
8 528 172
8 529 85
8 534 38
8 535 152
8 536 99
8 537 74
8 539 161
8 540 179
8 541 24
8 551 114
8 555 62
8 559 60
8 560 137
8 563 122
8 570 29
8 571 188
8 572 107
8 574 67
8 575 15
8 583 92
8 589 87
8 599 78
8 600 92
8 603 88
8 610 7
8 617 20
8 621 190
8 622 113
8 625 129
8 631 163
8 633 109
8 636 106
8 643 21
8 644 193
8 645 9
8 646 180
8 650 103
8 653 134
8 654 56
8 655 49
8 666 50
8 671 157
8 676 113
8 677 102
8 679 64
8 686 101
8 690 11
8 698 47
8 699 119
8 700 11
8 701 142
8 704 12
8 709 98
8 721 181
8 722 194
8 723 190
8 724 1
8 728 26
8 730 152
8 732 110
8 737 26
8 745 182
8 751 29
8 755 122
8 761 91
8 765 189
8 770 42
8 775 68
8 776 116
8 780 20
8 788 42
8 795 47
8 796 117
9 0 113
9 4 191
9 5 109
9 6 3
9 15 58
9 18 9
9 20 92
9 27 134
9 34 127
9 41 10
9 44 7
9 52 97
9 56 73
9 64 40
9 65 85
9 66 184
9 67 195
9 75 107
9 76 194
9 77 67
9 80 192
9 82 21
9 92 96
9 96 162
9 101 19
9 102 111
9 110 154
9 116 58
9 120 120
9 135 42
9 142 92
9 143 100
9 146 51
9 147 187
9 151 60
9 154 89
9 159 151
9 160 137
9 161 152
9 162 20
9 165 66
9 173 69
9 174 62
9 177 16
9 178 11
9 179 40
9 188 130
9 195 140
9 198 177
9 203 151
9 206 131
9 207 68
9 208 159
9 212 27
9 220 61
9 222 16
9 225 50
9 229 16
9 238 129
9 242 139
9 243 104
9 245 152
9 246 176
9 253 143
9 254 154
9 255 13
9 258 128
9 260 54
9 262 111
9 263 122
9 264 50
9 265 147
9 268 71
9 270 190
9 278 173
9 282 171
9 283 167
9 286 196
9 299 135
9 300 27
9 301 3
9 311 195
9 314 61
9 315 135
9 320 87
9 324 143
9 333 176
9 335 90
9 337 144
9 343 55
9 348 186
9 358 178
9 366 149
9 367 113
9 371 182
9 380 170
9 385 115
9 392 107
9 394 48
9 399 80
9 401 47
9 405 69
9 411 11
9 419 64
9 422 56
9 423 117
9 432 157
9 442 164
9 443 32
9 445 110
9 446 16
9 447 123
9 450 22
9 462 66
9 463 50
9 467 140
9 468 158
9 470 48
9 475 60
9 478 178
9 480 191
9 486 51
9 497 19
9 498 33
9 500 22
9 502 11
9 506 127
9 507 62
9 512 183
9 513 132
9 520 28
9 523 93
9 526 149
9 528 112
9 529 173
9 533 141
9 540 76
9 541 57
9 551 1
9 561 9
9 567 57
9 570 55
9 571 73
9 573 91
9 577 111
9 584 49
9 592 159
9 595 185
9 599 138
9 600 112
9 610 197
9 617 178
9 621 150
9 622 48
9 625 167
9 629 89
9 632 156
9 634 97
9 636 43
9 637 60
9 641 110
9 656 179
9 657 125
9 658 74
9 667 12
9 669 117
9 673 1
9 680 40
9 687 52
9 688 70
9 694 121
9 696 163
9 697 32
9 701 162
9 704 128
9 708 192
9 711 140
9 713 62
9 714 74
9 716 90
9 721 175
9 730 99
9 732 75
9 735 48
9 737 56
9 739 118
9 741 140
9 745 28
9 746 88
9 755 65
9 759 198
9 764 199
9 770 148
9 785 10
9 788 37
9 793 10
9 797 57
10 2 183
10 8 101
10 10 112
10 15 198
10 17 141
10 23 76
10 26 117
10 29 76
10 31 160
10 37 116
10 41 43
10 43 120
10 46 143
10 56 126
10 57 31
10 62 184
10 65 152
10 67 61
10 69 71
10 70 194
10 71 98
10 73 111
10 74 100
10 75 26
10 78 26
10 79 162
10 84 127
10 85 47
10 89 119
10 93 13
10 94 17
10 99 29
10 100 17
10 104 55
10 106 153
10 109 64
10 110 41
10 111 99
10 117 176
10 129 151
10 130 183
10 132 9
10 134 91
10 136 5
10 140 165
10 145 93
10 151 67
10 156 185
10 159 97
10 164 13
10 167 124
10 171 77
10 172 182
10 173 1
10 175 110
10 176 182
10 178 115
10 184 102
10 185 194
10 186 86
10 188 51
10 191 163
10 193 72
10 194 134
10 206 32
10 212 108
10 216 155
10 222 69
10 245 92
10 247 111
10 255 134
10 261 94
10 262 126
10 264 46
10 279 46
10 284 20
10 293 28
10 296 54
10 301 106
10 302 87
10 313 188
10 315 184
10 319 116
10 323 45
10 325 81
10 326 175
10 327 176
10 329 101
10 330 152
10 344 77
10 352 118
10 359 16
10 365 42
10 375 186
10 381 94
10 388 127
10 389 132
10 391 53
10 392 18
10 394 149
10 396 8
10 399 114
10 401 18
10 404 93
10 409 37
10 416 133
10 420 169
10 428 71
10 430 52
10 435 61
10 438 27
10 449 5
10 453 31
10 454 46
10 458 60
10 459 63
10 465 70
10 468 166
10 470 85
10 474 76
10 475 149
10 484 179
10 487 2
10 493 196
10 495 199
10 499 151
10 500 190
10 502 114
10 506 146
10 512 50
10 513 105
10 517 89
10 519 132
10 525 114
10 531 100
10 532 133
10 533 6
10 535 120
10 537 50
10 538 52
10 540 151
10 551 13
10 555 180
10 561 174
10 564 178
10 570 28
10 571 118
10 572 37
10 577 23
10 588 191
10 591 110
10 600 17
10 603 53
10 605 171
10 607 169
10 615 110
10 617 136
10 622 153
10 626 109
10 630 96
10 631 35
10 632 21
10 637 129
10 639 30
10 642 80
10 643 37
10 646 77
10 649 109
10 654 154
10 657 88
10 660 26
10 666 124
10 667 199
10 670 168
10 672 78
10 687 40
10 688 188
10 691 163
10 695 161
10 699 57
10 706 164
10 714 29
10 717 1
10 722 18
10 728 121
10 730 168
10 731 184
10 733 113
10 743 16
10 762 92
10 763 62
10 768 50
10 769 53
10 773 18
10 777 171
10 786 200
10 790 122
10 791 194
10 793 32
10 798 74
11 1 127
11 12 30
11 17 98
11 28 55
11 30 198
11 32 168
11 35 119
11 38 48
11 40 19
11 47 90
11 56 7
11 58 26
11 60 29
11 63 89
11 65 138
11 69 107
11 72 160
11 73 141
11 74 47
11 77 29
11 81 29
11 83 64
11 88 32
11 90 74
11 91 20
11 93 49
11 97 57
11 106 133
11 109 121
11 113 160
11 118 163
11 127 58
11 134 187
11 146 12
11 152 68
11 165 189
11 166 34
11 169 46
11 172 74
11 178 114
11 181 54
11 182 67
11 184 98
11 189 72
11 197 50
11 201 196
11 205 161
11 206 177
11 209 51
11 210 92
11 215 170
11 219 131
11 221 111
11 224 73
11 226 106
11 230 167
11 231 198
11 245 92
11 248 54
11 254 29
11 255 189
11 257 70
11 262 157
11 266 50
11 268 52
11 277 170
11 283 11
11 287 23
11 288 193
11 289 16
11 292 109
11 293 57
11 299 123
11 300 100
11 301 187
11 304 60
11 320 149
11 324 165
11 328 115
11 329 6
11 335 130
11 351 142
11 352 50
11 359 197
11 371 32
11 374 18
11 379 41
11 381 128
11 388 6
11 391 91
11 395 142
11 398 115
11 400 12
11 401 114
11 402 7
11 405 176
11 408 92
11 410 74
11 412 92
11 416 6
11 417 184
11 420 149
11 421 2
11 425 102
11 429 67
11 436 103
11 437 93
11 439 187
11 441 9
11 443 92
11 449 120
11 453 129
11 454 121
11 462 140
11 468 149
11 473 136
11 479 104
11 484 125
11 489 179
11 491 21
11 493 171
11 494 195
11 502 14
11 503 23
11 504 12
11 505 85
11 510 90
