600 45000
5 506 22
5 508 41
5 511 168
5 516 64
5 520 143
5 521 102
5 523 59
5 524 184
5 525 177
5 526 40
5 546 179
5 554 98
5 582 165
5 593 157
5 597 70
5 598 45
6 0 80
6 1 16
6 2 110
6 21 90
6 22 187
6 31 123
6 34 9
6 39 187
6 42 130
6 49 200
6 51 72
6 53 192
6 57 107
6 60 181
6 64 45
6 68 46
6 70 125
6 80 87
6 84 104
6 92 189
6 123 22
6 131 143
6 142 155
6 149 46
6 164 54
6 175 175
6 183 118
6 187 22
6 192 20
6 200 188
6 205 123
6 214 181
6 231 186
6 246 41
6 249 117
6 257 140
6 261 197
6 265 178
6 267 113
6 272 29
6 282 36
6 300 199
6 303 3
6 312 140
6 324 171
6 326 173
6 333 15
6 335 9
6 338 159
6 342 143
6 347 128
6 349 105
6 357 99
6 362 183
6 365 46
6 367 50
6 391 163
6 408 28
6 409 175
6 411 57
6 417 49
6 424 116
6 426 51
6 430 141
6 444 59
6 446 2
6 455 173
6 461 172
6 462 138
6 471 52
6 498 23
6 501 114
6 508 41
6 527 39
6 561 30
6 577 80
6 580 135
6 588 88
7 5 59
7 8 40
7 15 51
7 19 199
7 31 163
7 33 138
7 36 156
7 46 93
7 49 161
7 64 166
7 81 107
7 109 200
7 119 172
7 132 162
7 141 173
7 145 39
7 152 50
7 154 62
7 176 186
7 201 145
7 206 14
7 235 9
7 237 103
7 247 101
7 262 197
7 267 147
7 276 32
7 278 49
7 288 99
7 296 67
7 303 81
7 309 30
7 329 52
7 339 25
7 343 86
7 384 83
7 397 59
7 403 104
7 423 137
7 432 24
7 440 103
7 456 143
7 457 95
7 463 128
7 465 160
7 481 71
7 494 87
7 498 62
7 499 174
7 505 29
7 508 69
7 528 96
7 530 140
7 535 41
7 545 15
7 546 42
7 558 83
7 574 32
7 578 31
8 2 90
8 7 45
8 27 66
8 32 109
8 55 101
8 65 127
8 66 192
8 67 165
8 69 112
8 76 94
8 82 136
8 85 169
8 86 158
8 87 67
8 94 122
8 97 192
8 103 51
8 110 61
8 130 12
8 136 113
8 138 147
8 143 31
8 148 153
8 160 92
8 178 124
8 186 131
8 190 191
8 194 146
8 197 50
8 203 68
8 218 138
8 228 182
8 231 20
8 238 110
8 251 24
8 260 197
8 279 118
8 283 127
8 295 13
8 302 14
8 313 73
8 318 94
8 324 1
8 346 100
8 350 54
8 352 120
8 375 164
8 390 38
8 398 6
8 403 190
8 412 22
8 413 67
8 414 97
8 417 48
8 424 190
8 426 125
8 432 52
8 442 120
8 451 128
8 453 134
8 461 95
8 471 168
8 476 23
8 486 159
8 499 106
8 509 98
8 523 108
8 526 197
8 547 172
8 549 113
8 555 195
8 559 51
8 571 96
8 572 103
8 580 74
8 590 166
9 1 68
9 2 19
9 5 109
9 7 48
9 25 1
9 41 157
9 52 36
9 84 34
9 89 100
9 93 141
9 120 120
9 125 136
9 151 76
9 167 74
9 171 162
9 177 14
9 186 189
9 195 184
9 196 151
9 206 66
9 207 112
9 214 50
9 271 200
9 302 178
9 313 47
9 321 127
9 328 44
9 337 136
9 339 20
9 341 116
9 344 58
9 347 51
9 356 162
9 360 47
9 365 38
9 368 35
9 392 133
9 394 56
9 396 28
9 403 9
9 405 159
9 417 22
9 430 105
9 436 49
9 446 24
9 468 143
9 480 96
9 495 45
9 501 123
9 529 100
9 530 99
9 543 141
9 548 88
9 551 96
9 552 46
9 553 171
9 566 173
9 569 71
9 573 179
9 574 41
9 578 55
9 590 78
9 593 182
9 598 153
10 1 35
10 8 101
10 41 113
10 48 3
10 53 6
10 56 12
10 75 8
10 80 19
10 87 53
10 97 136
10 99 67
10 103 164
10 106 49
10 124 115
10 127 176
10 143 78
10 144 61
10 149 48
10 152 125
10 161 193
10 170 133
10 190 196
10 198 113
10 204 53
10 213 175
10 216 49
10 219 73
10 221 86
10 247 91
10 253 25
10 254 103
10 256 29
10 265 142
10 275 150
10 287 127
10 289 170
10 296 52
10 305 25
10 308 164
10 313 126
10 321 186
10 331 50
10 334 101
10 336 139
10 359 77
10 366 59
10 374 159
10 384 80
10 389 132
10 400 183
10 404 34
10 409 113
10 415 152
10 419 75
10 425 58
10 449 5
10 464 62
10 468 185
10 482 161
10 486 189
10 489 177
10 492 162
10 495 151
10 500 113
10 520 195
10 525 120
10 544 54
10 547 118
10 549 200
10 559 17
10 569 99
10 570 26
10 584 118
11 1 127
11 40 4
11 45 185
11 47 30
11 55 136
11 57 70
11 61 85
11 65 12
11 68 142
11 84 113
11 87 22
11 90 168
11 100 47
11 101 157
11 111 172
11 119 9
11 125 133
11 132 36
11 138 57
11 143 194
11 148 133
11 150 66
11 163 101
11 167 132
11 169 182
11 173 26
11 180 169
11 189 120
11 196 135
11 201 32
11 208 107
11 209 24
11 213 69
11 234 64
11 251 4
11 253 157
11 254 39
11 264 91
11 279 29
11 283 126
11 291 20
11 296 76
11 307 16
11 315 117
11 323 57
11 334 187
11 345 42
11 360 46
11 366 1
11 373 10
11 378 151
11 386 112
11 390 108
11 397 181
11 408 42
11 413 69
11 416 35
11 421 179
11 433 167
11 438 48
11 444 190
11 446 31
11 454 86
11 456 54
11 458 26
11 464 94
11 467 7
11 470 33
11 475 57
11 476 54
11 481 136
11 488 193
11 490 112
11 492 135
11 516 128
11 524 165
11 535 172
11 551 142
11 553 22
11 558 62
11 561 92
11 580 68
11 581 88
11 584 134
11 586 162
11 595 36
12 2 125
12 5 168
12 9 140
12 20 137
12 25 164
12 30 106
12 53 162
12 58 40
12 73 119
12 77 3
12 85 182
12 86 188
12 89 75
12 91 135
12 102 106
12 105 121
12 107 181
12 115 195
12 119 83
12 125 45
12 126 120
12 130 153
12 133 76
12 134 74
12 142 111
12 164 5
12 171 134
12 176 144
12 180 105
12 181 152
12 182 65
12 194 94
12 204 104
12 212 61
12 217 92
12 218 150
12 227 133
12 228 108
12 233 91
12 242 58
12 243 106
12 256 9
12 268 124
12 280 32
12 281 77
12 293 6
12 307 40
12 312 38
12 321 137
12 328 149
12 333 42
12 338 30
12 344 72
12 349 117
12 352 195
12 363 152
12 366 107
12 374 116
12 375 109
12 376 163
12 386 132
12 392 171
12 395 159
12 396 117
12 412 159
12 414 82
12 417 166
12 419 115
12 421 109
12 426 14
12 428 123
12 429 87
12 436 198
12 439 80
12 452 3
12 468 23
12 469 62
12 475 65
12 482 169
12 505 27
12 508 161
12 510 68
12 517 99
12 520 182
12 522 103
12 524 38
12 532 139
12 543 192
12 548 151
12 555 170
12 576 198
12 580 195
12 581 134
12 587 109
12 594 35
13 0 88
13 1 67
13 7 76
13 14 157
13 19 163
13 24 30
13 25 103
13 26 33
13 31 11
13 36 148
13 50 144
13 85 147
13 94 189
13 108 47
13 124 28
13 131 160
13 135 164
13 139 96
13 144 140
13 148 58
13 163 185
13 172 161
13 184 56
13 189 173
13 193 22
13 194 7
13 200 100
13 216 171
13 219 29
13 227 160
13 228 73
13 260 144
13 261 114
13 262 160
13 267 174
13 281 115
13 285 84
13 290 75
13 335 177
13 336 148
13 342 118
13 347 68
13 358 96
13 360 78
13 363 199
13 370 115
13 377 14
13 394 25
13 398 73
13 401 29
13 402 53
13 417 122
13 438 187
13 440 95
13 449 163
13 456 131
13 461 37
13 468 62
13 489 113
13 500 188
13 510 50
13 518 91
13 526 48
13 531 115
13 541 78
13 548 66
13 549 4
13 554 72
13 555 54
13 568 111
13 585 165
14 4 28
14 7 5
14 8 116
14 22 112
14 25 89
14 32 152
14 33 154
14 41 119
14 51 100
14 56 55
14 62 120
14 66 161
14 79 132
14 80 183
14 95 125
14 117 133
14 118 126
14 121 87
14 126 44
14 132 49
14 134 129
14 139 39
14 147 60
14 148 117
14 154 102
14 156 89
14 169 189
14 178 52
14 181 185
14 186 165
14 187 151
14 192 178
14 197 122
14 200 17
14 213 133
14 214 158
14 243 77
14 244 129
14 246 21
14 262 26
14 265 25
14 271 49
14 276 2
14 281 57
14 289 63
14 292 116
14 305 9
14 306 159
14 320 91
14 322 73
14 324 57
14 341 138
14 361 49
14 362 31
14 373 113
14 393 49
14 398 108
14 401 187
14 405 64
14 407 137
14 416 194
14 418 92
14 421 174
14 429 181
14 431 125
14 451 167
14 455 18
14 466 143
14 471 61
14 477 6
14 484 175
14 485 23
14 486 95
14 488 7
14 500 102
14 511 139
14 513 45
14 515 84
14 526 89
14 529 19
14 565 149
14 570 141
14 581 165
14 587 180
14 589 93
14 593 101
14 599 74
15 2 84
15 9 181
15 12 166
15 23 42
15 31 104
15 46 17
15 48 172
15 72 7
15 75 168
15 78 140
15 87 35
15 91 199
15 95 110
15 103 58
15 110 111
15 119 104
15 120 141
15 138 3
15 150 128
15 154 79
15 169 163
15 180 6
15 186 197
15 192 39
15 199 21
15 211 42
15 214 110
15 220 10
15 229 113
15 233 151
15 244 50
15 245 194
15 257 32
15 265 133
15 269 52
15 275 178
15 277 32
15 285 60
15 314 167
15 317 177
15 319 189
15 327 67
15 330 131
15 334 45
15 339 62
15 343 66
15 349 120
15 350 180
15 363 99
15 379 135
15 395 106
15 396 188
15 400 152
15 410 25
15 413 150
15 424 199
15 426 85
15 436 50
15 445 139
15 451 133
15 456 134
15 458 165
15 466 169
15 471 92
15 476 55
15 482 8
15 514 146
15 520 39
15 522 176
15 538 110
15 542 37
15 545 167
15 550 51
15 552 81
15 567 170
15 572 146
15 573 37
15 595 21
16 0 158
16 11 92
16 22 62
16 25 139
16 27 93
16 30 63
16 56 51
16 77 172
16 95 14
16 104 10
16 108 34
16 110 10
16 142 111
16 145 88
16 146 41
16 149 16
16 167 181
16 173 66
16 199 77
16 213 20
16 236 189
16 243 27
16 255 186
16 264 65
16 278 11
16 279 24
16 280 1
16 304 46
16 309 156
16 310 18
16 330 74
16 334 48
16 340 194
16 346 187
16 358 174
16 366 19
16 367 84
16 374 139
16 377 83
16 386 116
16 391 134
16 399 121
16 403 45
16 405 67
16 406 116
16 412 162
16 420 137
16 427 79
16 446 128
16 447 172
16 459 138
16 461 45
16 465 3
16 466 106
16 467 17
16 470 18
16 476 76
16 482 116
16 500 8
16 503 1
16 515 148
16 522 91
16 525 169
16 548 154
16 549 79
16 552 53
16 556 97
16 566 130
16 574 197
16 580 38
16 584 169
16 591 16
16 593 174
17 15 112
17 23 14
17 24 164
17 31 129
17 36 150
17 37 142
17 44 184
17 67 106
17 77 180
17 83 178
17 89 144
17 109 33
17 138 31
17 143 21
17 149 188
17 168 78
17 175 183
17 177 189
17 180 97
17 185 180
17 186 74
17 187 96
17 197 81
17 208 97
17 210 45
17 239 194
17 278 37
17 292 65
17 296 114
17 304 140
17 306 185
17 318 142
17 325 127
17 337 48
17 344 125
17 358 154
17 365 183
17 368 37
17 372 18
17 374 125
17 375 182
17 379 33
17 387 164
17 390 73
17 391 47
17 399 127
17 404 124
17 413 195
17 414 7
17 425 113
17 428 104
17 435 6
17 449 116
17 469 180
17 488 122
17 491 176
17 503 127
17 515 94
17 517 15
17 536 70
17 550 176
17 557 91
17 572 87
17 577 170
17 588 175
17 590 106
17 591 130
18 7 151
18 9 25
18 12 8
18 13 90
18 27 101
18 32 113
18 33 83
18 48 199
18 50 25
18 53 77
18 63 133
18 110 153
18 111 9
18 125 15
18 140 18
18 149 161
18 150 184
18 152 103
18 159 121
18 163 160
18 166 93
18 168 92
18 170 170
18 172 39
18 181 174
18 195 140
18 205 115
18 214 193
18 216 174
18 223 81
18 243 124
18 267 28
18 275 2
18 281 190
18 290 170
18 294 74
18 296 156
18 297 153
18 300 143
18 321 89
18 332 112
18 334 67
18 335 124
18 344 93
18 352 55
18 357 56
18 362 82
18 365 32
18 366 19
18 370 143
18 379 159
18 380 157
18 399 100
18 403 48
18 424 91
18 446 186
18 455 43
18 473 32
18 483 165
18 493 168
18 504 116
18 506 47
18 509 174
18 513 112
18 514 112
18 519 53
18 541 136
18 542 50
18 549 188
18 572 137
18 580 183
18 583 53
18 591 152
19 0 11
19 13 110
19 15 3
19 20 73
19 22 76
19 24 200
19 28 17
19 31 4
19 40 94
19 45 183
19 47 161
19 57 95
19 58 104
19 63 43
19 67 39
19 74 175
19 84 161
19 89 24
19 95 88
19 98 20
19 112 16
19 117 176
19 122 178
19 139 91
19 147 11
19 154 26
19 175 184
19 185 70
19 200 9
19 209 148
19 219 160
19 224 32
19 225 99
19 226 173
19 230 131
19 236 138
19 241 122
19 272 95
19 277 148
19 281 34
19 285 18
19 289 55
19 305 67
19 306 167
19 316 143
19 323 104
19 324 93
19 333 185
19 334 16
19 346 20
19 358 194
19 359 107
19 361 22
19 370 141
19 397 124
19 406 114
19 409 26
19 411 50
19 419 84
19 433 9
19 436 100
19 447 162
19 479 5
19 488 179
19 498 80
19 515 140
19 529 169
19 532 98
19 534 183
19 538 88
19 553 103
19 563 169
19 568 149
19 571 65
19 578 127
19 582 24
19 584 95
19 589 21
19 590 129
20 13 4
20 14 85
20 16 43
20 20 22
20 30 19
20 44 113
20 49 150
20 57 12
20 58 70
20 69 83
20 81 176
20 82 152
20 83 61
20 84 17
20 85 63
20 92 7
20 98 80
20 100 8
20 106 180
20 109 174
20 116 3
20 156 173
20 177 153
20 196 26
20 216 158
20 230 25
20 242 85
20 243 193
20 247 54
20 251 118
20 260 165
20 261 137
20 267 91
20 269 122
20 291 187
20 295 97
20 306 139
20 319 8
20 332 112
20 334 197
20 337 88
20 354 87
20 361 125
20 364 168
20 368 27
20 371 104
20 381 5
20 382 140
20 391 46
20 393 11
20 398 179
20 401 15
20 417 107
20 420 193
20 427 116
20 429 142
20 433 44
20 447 168
20 454 92
20 460 11
20 467 173
20 475 146
20 477 121
20 478 85
20 482 121
20 483 165
20 487 148
20 498 162
20 555 148
20 557 61
20 576 92
20 594 98
20 597 155
21 10 63
21 12 75
21 21 199
21 24 127
21 26 116
21 31 122
21 49 18
21 51 199
21 54 144
21 56 107
21 66 144
21 78 138
21 88 34
21 90 129
21 100 2
21 125 26
21 131 192
21 137 130
21 153 162
21 166 123
21 176 76
21 178 153
21 190 135
21 201 199
21 224 23
21 225 96
21 231 18
21 232 30
21 234 179
21 241 149
21 247 35
21 250 115
21 253 71
21 266 172
21 268 151
21 274 132
21 284 20
21 285 105
21 289 5
21 301 154
21 306 70
21 307 45
21 322 46
21 323 184
21 326 96
21 337 103
21 339 57
21 341 47
21 346 193
21 350 38
21 353 195
21 360 183
21 361 60
21 367 146
21 368 164
21 386 113
21 389 28
21 399 4
21 427 103
21 430 25
21 441 197
21 450 112
21 459 107
21 462 178
21 494 69
21 501 73
21 507 134
21 510 190
21 512 177
21 518 156
21 524 67
21 529 178
21 534 63
21 546 29
21 548 59
21 555 110
21 563 124
21 565 189
21 566 29
21 570 111
21 595 14
22 3 149
22 24 157
22 32 23
22 38 51
22 39 120
22 45 94
22 69 147
22 74 135
22 77 155
22 80 26
22 86 125
22 91 72
22 94 146
22 109 183
22 149 118
22 151 151
22 161 46
22 173 76
22 176 84
22 202 61
22 207 132
22 235 93
22 238 86
22 256 33
22 261 27
22 265 11
22 267 83
22 274 113
22 275 117
22 278 107
22 282 135
22 299 60
22 309 50
22 310 2
22 312 109
22 315 144
22 317 61
22 321 34
22 325 196
22 329 158
22 331 42
22 339 64
22 345 110
22 349 28
22 353 108
22 365 66
22 367 108
22 370 62
22 372 158
22 376 161
22 381 124
22 417 66
22 420 71
22 431 124
22 451 172
22 452 105
22 470 44
22 474 182
22 492 69
22 496 29
22 509 15
22 512 19
22 515 183
22 537 89
22 557 100
22 562 72
22 565 200
22 567 59
23 20 37
23 22 148
23 31 32
23 33 107
23 53 11
23 71 164
23 73 171
23 75 28
23 83 98
23 94 101
23 98 50
23 99 129
23 107 53
23 113 29
23 116 7
23 128 75
23 131 25
23 133 158
23 140 148
23 145 11
23 147 93
23 149 116
23 152 161
23 161 84
23 162 119
23 170 139
23 178 124
23 194 28
23 211 34
23 212 4
23 213 94
23 221 80
23 223 158
23 229 117
23 237 128
23 257 50
23 264 115
23 287 60
23 303 61
23 304 128
23 305 56
23 323 18
23 329 95
23 331 42
23 333 70
23 337 198
23 344 19
23 349 32
23 356 52
23 372 2
23 382 44
23 391 107
23 421 100
23 422 103
23 425 31
23 427 161
23 435 74
23 438 199
23 471 13
23 479 72
23 481 190
23 486 56
23 492 61
23 498 177
23 503 46
23 524 25
23 535 94
23 550 65
23 551 19
23 553 73
23 557 197
23 566 67
23 571 183
23 590 134
23 592 119
24 0 104
24 11 181
24 16 130
24 21 53
24 31 98
24 38 149
24 44 36
24 57 49
24 58 148
24 70 101
24 89 172
24 92 200
24 93 175
24 127 147
24 136 155
24 143 144
24 144 5
24 176 15
24 182 7
24 187 192
24 190 85
24 193 188
24 240 157
24 269 35
24 284 43
24 299 150
24 303 63
24 308 163
24 316 192
24 317 20
24 327 26
24 334 14
24 337 63
24 341 153
24 357 116
24 358 185
24 365 184
24 375 138
24 378 188
24 382 48
24 387 158
24 395 28
24 409 163
24 435 50
24 436 32
24 448 111
24 465 31
24 474 130
24 480 3
24 483 159
24 484 108
24 485 185
24 492 66
24 503 112
24 521 157
24 525 25
24 545 70
24 546 158
24 553 89
24 563 57
24 589 14
24 590 80
24 591 78
24 592 47
25 0 93
25 1 65
25 3 164
25 7 106
25 14 64
25 19 195
25 27 112
25 29 200
25 38 121
25 52 141
25 56 79
25 63 106
25 69 104
25 70 78
25 80 77
25 86 45
25 99 58
25 113 190
25 133 91
25 145 76
25 146 1
25 149 137
25 153 139
25 158 105
25 167 130
25 186 104
25 187 113
25 193 76
25 214 127
25 216 137
25 217 125
25 224 187
25 234 104
25 242 134
25 245 133
25 246 174
25 252 121
25 256 189
25 261 170
25 266 160
25 268 34
25 272 90
25 273 72
25 293 56
25 295 31
25 301 10
25 308 158
25 311 190
25 315 95
25 316 87
25 330 200
25 338 191
25 352 145
25 353 37
25 366 68
25 391 44
25 395 87
25 413 21
25 414 9
25 434 25
25 438 198
25 439 23
25 441 143
25 447 68
25 460 16
25 466 121
25 471 60
25 476 89
25 477 81
25 480 52
25 482 151
25 485 36
25 493 133
25 507 97
25 513 145
25 516 10
25 519 14
25 523 143
25 525 92
25 529 98
25 531 124
25 535 149
25 537 73
25 538 82
25 543 28
25 547 198
25 554 110
25 558 85
25 563 87
25 570 125
25 577 96
25 582 165
25 585 47
25 586 120
25 587 138
25 588 125
26 0 84
26 15 167
26 18 27
26 21 101
26 29 148
26 45 121
26 46 41
26 57 95
26 79 195
26 80 27
26 82 94
26 85 156
26 94 109
26 108 28
26 111 71
26 122 43
26 128 149
26 139 167
26 145 39
26 148 193
26 154 132
26 161 129
26 164 50
26 171 2
26 177 132
26 183 155
26 191 174
26 204 105
26 209 144
26 211 56
26 214 86
26 236 83
26 249 139
26 251 51
26 256 182
26 257 172
26 259 9
26 271 57
26 278 34
26 293 115
26 294 136
26 295 88
26 298 9
26 299 23
26 321 67
26 333 45
26 338 78
26 339 10
26 341 169
26 344 75
26 348 65
26 360 118
26 362 116
26 367 180
26 391 113
26 394 184
26 401 175
26 405 43
26 432 50
26 435 86
26 436 98
26 438 75
26 452 179
26 457 8
26 464 123
26 475 67
26 479 47
26 481 198
26 490 169
26 493 189
26 496 76
26 497 184
26 504 14
26 531 55
26 533 157
26 534 102
26 535 52
26 540 156
26 541 172
26 557 84
26 574 166
26 580 74
26 586 35
26 592 82
26 595 64
27 6 139
27 7 101
27 9 17
27 13 163
27 15 14
27 20 97
27 22 16
27 36 5
27 43 81
27 47 172
27 48 18
27 53 23
27 57 31
27 62 103
27 77 102
27 83 170
27 85 67
27 92 43
27 99 153
27 101 162
27 103 103
27 106 136
27 111 27
27 119 59
27 124 138
27 130 67
27 137 100
27 143 84
27 145 82
27 154 94
27 169 25
27 173 31
27 179 89
27 181 176
27 193 108
27 206 69
27 222 102
27 248 2
27 261 80
27 268 95
27 278 181
27 291 128
27 297 1
27 306 78
27 320 192
27 321 160
27 322 162
27 327 2
27 331 53
27 354 154
27 362 157
27 368 39
27 384 151
27 389 66
27 396 171
27 399 39
27 414 25
27 418 177
27 425 18
27 430 87
27 433 43
27 437 80
27 457 171
27 458 147
27 468 24
27 469 41
27 480 30
27 481 26
27 484 32
27 494 54
27 496 49
27 510 53
27 512 41
27 513 179
27 514 143
27 523 1
27 550 86
27 567 140
27 569 75
27 581 39
27 582 85
27 595 40
28 2 123
28 14 61
28 17 32
28 22 51
28 26 141
28 30 34
28 44 102
28 75 5
28 81 134
28 87 68
28 90 110
28 91 195
28 92 72
28 93 102
28 102 155
28 110 74
28 138 32
28 148 139
28 167 5
28 188 93
28 190 131
28 195 41
28 199 77
28 204 101
28 225 196
28 228 58
28 237 114
28 250 91
28 263 2
28 292 88
28 295 20
28 308 127
28 313 107
28 316 116
28 330 54
28 336 28
28 337 138
28 365 154
28 368 140
28 385 82
28 393 118
28 396 162
28 410 199
28 414 62
28 419 77
28 424 155
28 441 192
28 451 78
28 458 114
28 464 129
28 472 39
28 486 61
28 487 165
28 504 173
28 506 51
28 509 139
28 510 44
28 515 114
28 522 149
28 525 153
28 542 84
28 554 178
28 560 112
28 567 173
29 0 197
29 2 112
29 3 163
29 6 124
29 29 182
29 30 188
29 40 149
29 46 61
29 49 189
29 52 53
29 60 162
29 64 5
29 72 157
29 76 42
29 83 160
29 105 41
29 113 104
29 137 68
29 140 100
29 142 105
29 157 15
29 163 157
29 183 153
29 185 5
29 188 114
29 189 64
29 194 194
29 195 95
29 199 147
29 203 175
29 204 43
29 207 100
29 221 94
29 231 200
29 232 147
29 238 69
29 243 138
29 249 106
29 266 15
29 277 156
29 285 182
29 292 126
29 295 58
29 298 165
29 300 109
29 313 157
29 333 111
29 345 21
29 346 33
29 347 155
29 351 165
29 352 8
29 355 197
29 361 90
29 363 24
29 389 179
29 406 142
29 417 98
29 418 8
29 421 28
29 429 121
29 431 11
29 434 62
29 437 171
29 438 119
29 443 5
29 446 50
29 461 131
29 474 50
29 482 103
29 492 85
29 500 108
29 504 105
29 505 50
29 528 157
29 548 12
29 559 157
29 561 105
29 567 104
29 568 35
29 584 7
29 587 159
29 599 2
30 1 182
30 5 108
30 9 35
30 13 58
30 29 46
30 38 122
30 43 190
30 49 195
30 55 65
30 68 4
30 73 174
30 75 26
30 87 60
30 95 162
30 102 141
30 117 164
30 151 138
30 167 183
30 171 95
30 179 173
30 189 10
30 190 168
30 210 134
30 229 180
30 238 183
30 250 135
30 258 167
30 277 134
30 278 181
30 280 15
30 281 200
30 283 124
30 287 183
30 297 94
30 298 135
30 321 37
30 322 1
30 335 82
30 342 157
30 343 124
30 358 151
30 360 60
30 364 119
30 371 77
30 381 56
30 404 173
30 425 198
30 432 166
30 457 135
30 480 3
30 496 50
30 511 1
30 517 185
30 532 156
30 533 12
30 534 137
